Price,Surface,City,Housing_unit,city_size,macroregion,floor,num_rooms,rent_bracket,surface_bracket
8500.0,250.0,Milano,Appartamento,big,north,3.0,6,very high,large
1150.0,40.0,Milano,Monolocale,big,north,3.0,1,mid-high,small
900.0,51.0,Milano,Bilocale,big,north,3.0,2,mid-low,small
1550.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
920.0,45.0,Milano,Bilocale,big,north,3.0,2,mid-low,small
2975.0,150.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
2990.0,140.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
1000.0,42.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2350.0,110.0,Milano,Trilocale,big,north,3.0,3,high,mid
3325.0,105.0,Milano,Trilocale,big,north,3.0,3,high,mid
2500.0,45.0,Milano,Bilocale,big,north,3.0,2,high,small
2333.0,127.0,Milano,Trilocale,big,north,3.0,3,high,mid
1650.0,72.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
1300.0,70.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
2700.0,95.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
1000.0,230.0,Milano,Attico,big,north,3.0,5,mid-high,large
2300.0,75.0,Milano,Appartamento,big,north,3.0,5,high,mid-small
1890.0,100.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid
2300.0,135.0,Milano,Trilocale,big,north,3.0,3,high,mid
1534.0,46.0,Milano,Monolocale,big,north,3.0,1,mid-high,small
1800.0,57.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1200.0,60.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2100.0,80.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
8500.0,250.0,Milano,Appartamento,big,north,3.0,6,very high,large
2950.0,93.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
1200.0,47.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
3000.0,145.0,Milano,Trilocale,big,north,3.0,3,high,mid
2000.0,107.0,Milano,Trilocale,big,north,3.0,3,high,mid
1800.0,60.0,Milano,Trilocale,big,north,3.0,3,mid-high,small
2500.0,90.0,Milano,Bilocale,big,north,3.0,2,high,mid-small
1250.0,45.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2200.0,70.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
6000.0,185.0,Milano,Appartamento,big,north,3.0,6,very high,mid
1400.0,40.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1600.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
5000.0,100.0,Milano,Appartamento,big,north,3.0,5,very high,mid
4000.0,195.0,Milano,Quadrilocale,big,north,3.0,4,very high,mid
1250.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
3000.0,100.0,Milano,Trilocale,big,north,3.0,3,high,mid
2916.0,76.0,Milano,Bilocale,big,north,3.0,2,high,mid-small
3333.0,77.0,Milano,Bilocale,big,north,3.0,2,high,mid-small
850.0,40.0,Milano,Monolocale,big,north,3.0,1,mid-low,small
1850.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2550.0,200.0,Milano,Appartamento,big,north,3.0,5,high,large
2500.0,90.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
1700.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1800.0,80.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
1700.0,70.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
2000.0,132.0,Milano,Trilocale,big,north,3.0,3,high,mid
1400.0,70.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
1500.0,60.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
3000.0,98.0,Milano,Bilocale,big,north,15.0,2,high,mid-small
4258.0,131.0,Milano,Quadrilocale,big,north,15.0,4,very high,mid
1500.0,110.0,Milano,Trilocale,big,north,15.0,3,mid-high,mid
2500.0,120.0,Milano,Trilocale,big,north,15.0,3,high,mid
6250.0,250.0,Milano,Appartamento,big,north,15.0,6,very high,large
3000.0,120.0,Milano,Appartamento,big,north,15.0,5,high,mid
3000.0,60.0,Milano,Bilocale,big,north,15.0,2,high,small
3500.0,160.0,Milano,Appartamento,big,north,15.0,5,high,mid
1150.0,68.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
3500.0,140.0,Milano,Trilocale,big,north,15.0,3,high,mid
3083.0,110.0,Milano,Trilocale,big,north,15.0,3,high,mid
2150.0,90.0,Milano,Trilocale,big,north,15.0,3,high,mid-small
4167.0,112.0,Milano,Trilocale,big,north,15.0,3,very high,mid
1200.0,65.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
2000.0,100.0,Milano,Trilocale,big,north,15.0,3,high,mid
5250.0,300.0,Milano,Appartamento,big,north,15.0,6,very high,large
6600.0,200.0,Milano,Attico,big,north,15.0,6,very high,large
6300.0,230.0,Milano,Appartamento,big,north,15.0,6,very high,large
1250.0,65.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
1300.0,50.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
2700.0,120.0,Milano,Quadrilocale,big,north,15.0,4,high,mid
1100.0,50.0,Milano,Bilocale,big,north,15.0,2,mid-high,small
6700.0,280.0,Milano,Appartamento,big,north,15.0,6,very high,large
1100.0,45.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
2333.0,730.0,Milano,Palazzo,big,north,8.0,6,high,very large
1000.0,55.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
6500.0,209.0,Milano,Attico,big,north,8.0,4,very high,large
1300.0,56.0,Milano,Trilocale,big,north,8.0,3,mid-high,small
2500.0,110.0,Milano,Trilocale,big,north,8.0,3,high,mid
800.0,55.0,Milano,Bilocale,big,north,8.0,2,mid-low,small
8000.0,240.0,Milano,Appartamento,big,north,8.0,5,very high,large
1200.0,60.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
1600.0,75.0,Milano,Bilocale,big,north,8.0,2,mid-high,mid-small
3100.0,170.0,Milano,Quadrilocale,big,north,8.0,4,high,mid
2900.0,95.0,Milano,Bilocale,big,north,8.0,2,high,mid-small
2885.0,115.0,Milano,Trilocale,big,north,8.0,3,high,mid
3000.0,67.0,Milano,Bilocale,big,north,8.0,2,high,small
1000.0,55.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
3750.0,85.0,Milano,Trilocale,big,north,8.0,3,high,mid-small
1100.0,50.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
8000.0,240.0,Milano,Appartamento,big,north,8.0,5,very high,large
2200.0,73.0,Milano,Trilocale,big,north,8.0,3,high,mid-small
2600.0,80.0,Milano,Bilocale,big,north,8.0,2,high,mid-small
5500.0,180.0,Milano,Appartamento,big,north,8.0,5,very high,mid
2100.0,110.0,Milano,Trilocale,big,north,8.0,3,high,mid
2000.0,60.0,Milano,Attico,big,north,8.0,2,high,small
1750.0,55.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
1600.0,85.0,Milano,Trilocale,big,north,8.0,3,mid-high,mid-small
2500.0,152.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
2300.0,82.0,Milano,Trilocale,big,north,5.0,3,high,mid-small
1590.0,53.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
3450.0,120.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
1000.0,45.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
2750.0,143.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
3400.0,179.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
1650.0,90.0,Milano,Trilocale,big,north,5.0,3,mid-high,mid-small
1350.0,80.0,Milano,Trilocale,big,north,5.0,3,mid-high,mid-small
2500.0,134.0,Milano,Attico,big,north,5.0,3,high,mid
2400.0,100.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
1650.0,66.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
1380.0,78.0,Milano,Bilocale,big,north,5.0,2,mid-high,mid-small
3750.0,132.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
2000.0,55.0,Milano,Monolocale,big,north,5.0,1,high,small
3850.0,158.0,Milano,Appartamento,big,north,5.0,5,high,mid
1210.0,60.0,Milano,Monolocale,big,north,5.0,1,mid-high,small
2600.0,55.0,Milano,Bilocale,big,north,5.0,2,high,small
2700.0,50.0,Milano,Bilocale,big,north,5.0,2,high,small
1000.0,350.0,Milano,Trilocale,big,north,5.0,3,mid-high,large
1300.0,60.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
1800.0,50.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
2200.0,70.0,Milano,Bilocale,big,north,5.0,2,high,mid-small
2300.0,50.0,Milano,Bilocale,big,north,5.0,2,high,small
4500.0,50.0,Milano,Monolocale,big,north,5.0,1,very high,small
2550.0,50.0,Milano,Bilocale,big,north,1.0,2,high,small
1900.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
3100.0,50.0,Milano,Bilocale,big,north,1.0,2,high,small
3200.0,50.0,Milano,Bilocale,big,north,1.0,2,high,small
2100.0,50.0,Milano,Bilocale,big,north,1.0,2,high,small
2500.0,45.0,Milano,Bilocale,big,north,1.0,2,high,small
2800.0,50.0,Milano,Trilocale,big,north,1.0,3,high,small
4650.0,50.0,Milano,Trilocale,big,north,1.0,3,very high,small
8000.0,200.0,Milano,Trilocale,big,north,1.0,3,very high,large
4800.0,45.0,Milano,Bilocale,big,north,1.0,2,very high,small
5400.0,50.0,Milano,Bilocale,big,north,1.0,2,very high,small
8500.0,80.0,Milano,Trilocale,big,north,1.0,3,very high,mid-small
1400.0,45.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1190.0,41.0,Milano,Monolocale,big,north,1.0,1,mid-high,small
2500.0,50.0,Milano,Bilocale,big,north,1.0,2,high,small
990.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-low,small
1800.0,55.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1000.0,65.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
2300.0,120.0,Milano,Quadrilocale,big,north,1.0,4,high,mid
1800.0,70.0,Milano,Trilocale,big,north,1.0,3,mid-high,mid-small
950.0,41.0,Milano,Monolocale,big,north,1.0,1,mid-low,small
3200.0,134.0,Milano,Trilocale,big,north,1.0,3,high,mid
3000.0,70.0,Milano,Bilocale,big,north,1.0,2,high,mid-small
2700.0,110.0,Milano,Bilocale,big,north,1.0,2,high,mid
2200.0,90.0,Milano,Trilocale,big,north,2.0,3,high,mid-small
3500.0,94.0,Milano,Trilocale,big,north,2.0,3,high,mid-small
1200.0,54.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
8080.0,242.0,Milano,Appartamento,big,north,2.0,6,very high,large
1700.0,100.0,Milano,Trilocale,big,north,2.0,3,mid-high,mid
2500.0,120.0,Milano,Trilocale,big,north,2.0,3,high,mid
2400.0,90.0,Milano,Trilocale,big,north,2.0,3,high,mid-small
1150.0,45.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
1650.0,75.0,Milano,Bilocale,big,north,2.0,2,mid-high,mid-small
3500.0,100.0,Milano,Bilocale,big,north,2.0,2,high,mid
1600.0,60.0,Milano,Trilocale,big,north,2.0,3,mid-high,small
2500.0,80.0,Milano,Mansarda,big,north,2.0,3,high,mid-small
2500.0,120.0,Milano,Trilocale,big,north,2.0,3,high,mid
5000.0,145.0,Milano,Trilocale,big,north,2.0,3,very high,mid
1100.0,60.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
2500.0,800.0,Milano,Appartamento,big,north,2.0,6,high,very large
1000.0,65.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
1100.0,40.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
3916.0,150.0,Milano,Quadrilocale,big,north,2.0,4,high,mid
1250.0,80.0,Milano,Attico,big,north,2.0,2,mid-high,mid-small
1300.0,50.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
5000.0,100.0,Milano,Trilocale,big,north,2.0,3,very high,mid
5800.0,160.0,Milano,Trilocale,big,north,4.0,3,very high,mid
1600.0,65.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
2700.0,150.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
1500.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
3500.0,150.0,Milano,Trilocale,big,north,4.0,3,high,mid
1299.0,71.0,Milano,Bilocale,big,north,4.0,2,mid-high,mid-small
1200.0,68.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
1950.0,71.0,Milano,Bilocale,big,north,4.0,2,mid-high,mid-small
1200.0,47.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
1500.0,65.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
2100.0,97.0,Milano,Trilocale,big,north,4.0,3,high,mid-small
2250.0,121.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
5000.0,125.0,Milano,Trilocale,big,north,4.0,3,very high,mid
1300.0,65.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
980.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-low,small
6000.0,180.0,Milano,Appartamento,big,north,4.0,5,very high,mid
4500.0,200.0,Milano,Appartamento,big,north,4.0,5,very high,large
1100.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
6667.0,285.0,Milano,Appartamento,big,north,4.0,5,very high,large
2500.0,86.0,Milano,Trilocale,big,north,4.0,3,high,mid-small
2000.0,253.0,Milano,Quadrilocale,big,north,4.0,4,high,large
1900.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
2500.0,125.0,Milano,Trilocale,big,north,5.0,3,high,mid
2650.0,150.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
4810.0,148.0,Milano,Trilocale,big,north,5.0,3,very high,mid
1650.0,40.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
6000.0,190.0,Milano,Appartamento,big,north,5.0,5,very high,mid
1800.0,45.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
1950.0,70.0,Milano,Bilocale,big,north,5.0,2,mid-high,mid-small
3000.0,170.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
1450.0,80.0,Milano,Bilocale,big,north,5.0,2,mid-high,mid-small
3300.0,170.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
1400.0,50.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
1600.0,35.0,Milano,Monolocale,big,north,5.0,1,mid-high,very small
700.0,47.0,Milano,Monolocale,big,north,5.0,1,mid-low,small
850.0,40.0,Milano,Bilocale,big,north,5.0,2,mid-low,small
3000.0,142.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
900.0,65.0,Milano,Bilocale,big,north,5.0,2,mid-low,small
1600.0,58.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
3958.0,118.0,Milano,Trilocale,big,north,5.0,3,high,mid
1300.0,65.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
2500.0,80.0,Milano,Trilocale,big,north,5.0,3,high,mid-small
1720.0,65.0,Milano,Bilocale,big,north,5.0,2,mid-high,small
1900.0,70.0,Milano,Trilocale,big,north,5.0,3,mid-high,mid-small
2950.0,130.0,Milano,Quadrilocale,big,north,5.0,4,high,mid
3000.0,138.0,Milano,Trilocale,big,north,5.0,3,high,mid
8500.0,250.0,Milano,Appartamento,big,north,3.0,6,very high,large
1500.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1790.0,80.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
1250.0,65.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1800.0,65.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
3750.0,135.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
1000.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2500.0,110.0,Milano,Trilocale,big,north,3.0,3,high,mid
7500.0,250.0,Milano,Appartamento,big,north,3.0,6,very high,large
1800.0,102.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid
1200.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1416.0,45.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1600.0,89.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
4500.0,140.0,Milano,Quadrilocale,big,north,3.0,4,very high,mid
1100.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2800.0,130.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
1300.0,47.0,Milano,Monolocale,big,north,3.0,1,mid-high,small
1400.0,70.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
1400.0,60.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
3750.0,135.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
2300.0,110.0,Milano,Bilocale,big,north,3.0,2,high,mid
2333.0,76.0,Milano,Bilocale,big,north,3.0,2,high,mid-small
1000.0,40.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1050.0,60.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1050.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
8334.0,200.0,Milano,Quadrilocale,big,north,8.0,4,very high,large
1650.0,90.0,Milano,Trilocale,big,north,8.0,3,mid-high,mid-small
1900.0,65.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
4200.0,230.0,Milano,Appartamento,big,north,8.0,6,very high,large
1900.0,85.0,Milano,Bilocale,big,north,8.0,2,mid-high,mid-small
1000.0,100.0,Milano,Bilocale,big,north,8.0,2,mid-high,mid
5500.0,350.0,Milano,Appartamento,big,north,8.0,6,very high,large
2100.0,102.0,Milano,Trilocale,big,north,8.0,3,high,mid
1100.0,40.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
3000.0,95.0,Milano,Trilocale,big,north,8.0,3,high,mid-small
8500.0,200.0,Milano,Attico,big,north,8.0,4,very high,large
1500.0,80.0,Milano,Trilocale,big,north,8.0,3,mid-high,mid-small
1400.0,48.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
2200.0,117.0,Milano,Trilocale,big,north,8.0,3,high,mid
3500.0,128.0,Milano,Trilocale,big,north,8.0,3,high,mid
800.0,30.0,Milano,Bilocale,big,north,8.0,2,mid-low,very small
990.0,32.0,Milano,Monolocale,big,north,8.0,1,mid-low,very small
1700.0,65.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
750.0,25.0,Milano,Monolocale,big,north,8.0,1,mid-low,very small
1800.0,85.0,Milano,Bilocale,big,north,8.0,2,mid-high,mid-small
3960.0,120.0,Milano,Appartamento,big,north,8.0,6,high,mid
1100.0,80.0,Milano,Trilocale,big,north,8.0,3,mid-high,mid-small
1100.0,80.0,Milano,Bilocale,big,north,8.0,2,mid-high,mid-small
1150.0,65.0,Milano,Bilocale,big,north,8.0,2,mid-high,small
3500.0,237.0,Milano,Appartamento,big,north,8.0,6,high,large
1700.0,85.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
2833.0,137.0,Milano,Trilocale,big,north,3.0,3,high,mid
1900.0,102.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid
1700.0,60.0,Milano,Trilocale,big,north,3.0,3,mid-high,small
2200.0,130.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
4167.0,110.0,Milano,Trilocale,big,north,3.0,3,very high,mid
1600.0,104.0,Milano,Quadrilocale,big,north,3.0,4,mid-high,mid
2150.0,80.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
1300.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2000.0,95.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
8500.0,250.0,Milano,Appartamento,big,north,3.0,6,very high,large
1800.0,100.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid
3800.0,180.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
5800.0,200.0,Milano,Attico,big,north,3.0,4,very high,large
1500.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1200.0,60.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2000.0,82.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
6570.0,180.0,Milano,Appartamento,big,north,3.0,5,very high,mid
1800.0,90.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
1400.0,33.0,Milano,Bilocale,big,north,3.0,2,mid-high,very small
2500.0,82.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
1000.0,65.0,Milano,Trilocale,big,north,3.0,3,mid-high,small
1350.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2000.0,105.0,Milano,Trilocale,big,north,3.0,3,high,mid
3334.0,190.0,Milano,Appartamento,big,north,3.0,5,high,mid
2000.0,68.0,Milano,Bilocale,big,north,2.0,2,high,small
3750.0,150.0,Milano,Quadrilocale,big,north,2.0,4,high,mid
3000.0,180.0,Milano,Trilocale,big,north,2.0,3,high,mid
3500.0,150.0,Milano,Appartamento,big,north,2.0,5,high,mid
2670.0,130.0,Milano,Trilocale,big,north,2.0,3,high,mid
880.0,40.0,Milano,Bilocale,big,north,2.0,2,mid-low,small
670.0,24.0,Milano,Monolocale,big,north,2.0,1,low,very small
700.0,30.0,Milano,Monolocale,big,north,2.0,1,mid-low,very small
3000.0,145.0,Milano,Quadrilocale,big,north,2.0,4,high,mid
1500.0,51.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
3667.0,145.0,Milano,Quadrilocale,big,north,2.0,4,high,mid
2400.0,102.0,Milano,Quadrilocale,big,north,2.0,4,high,mid
1300.0,80.0,Milano,Trilocale,big,north,2.0,3,mid-high,mid-small
1350.0,65.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
800.0,26.0,Milano,Monolocale,big,north,2.0,1,mid-low,very small
2400.0,90.0,Milano,Trilocale,big,north,2.0,3,high,mid-small
1700.0,80.0,Milano,Trilocale,big,north,2.0,3,mid-high,mid-small
1450.0,48.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
1900.0,100.0,Milano,Trilocale,big,north,2.0,3,mid-high,mid
1560.0,101.0,Milano,Trilocale,big,north,2.0,3,mid-high,mid
800.0,24.0,Milano,Monolocale,big,north,2.0,1,mid-low,very small
830.0,35.0,Milano,Monolocale,big,north,2.0,1,mid-low,very small
1990.0,60.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
1800.0,67.0,Milano,Bilocale,big,north,2.0,2,mid-high,small
6000.0,180.0,Milano,Quadrilocale,big,north,2.0,4,very high,mid
900.0,65.0,Milano,Bilocale,big,north,1.0,2,mid-low,small
5000.0,150.0,Milano,Quadrilocale,big,north,1.0,4,very high,mid
1250.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
2670.0,131.0,Milano,Quadrilocale,big,north,1.0,4,high,mid
1700.0,90.0,Milano,Bilocale,big,north,1.0,2,mid-high,mid-small
2650.0,145.0,Milano,Quadrilocale,big,north,1.0,4,high,mid
1000.0,60.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1200.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
900.0,40.0,Milano,Monolocale,big,north,1.0,1,mid-low,small
1300.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1650.0,70.0,Milano,Trilocale,big,north,1.0,3,mid-high,mid-small
1500.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1700.0,40.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1600.0,115.0,Milano,Trilocale,big,north,1.0,3,mid-high,mid
5833.0,240.0,Milano,Villa,big,north,1.0,6,very high,large
1300.0,60.0,Milano,Trilocale,big,north,1.0,3,mid-high,small
1300.0,61.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1800.0,55.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
1750.0,70.0,Milano,Bilocale,big,north,1.0,2,mid-high,mid-small
1500.0,70.0,Milano,Bilocale,big,north,1.0,2,mid-high,mid-small
1500.0,50.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
2000.0,90.0,Milano,Bilocale,big,north,1.0,2,high,mid-small
1850.0,55.0,Milano,Bilocale,big,north,1.0,2,mid-high,small
2500.0,154.0,Milano,Quadrilocale,big,north,1.0,4,high,mid
1350.0,65.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
6000.0,180.0,Milano,Appartamento,big,north,3.0,5,very high,mid
3088.0,95.0,Milano,Bilocale,big,north,3.0,2,high,mid-small
2000.0,90.0,Milano,Trilocale,big,north,3.0,3,high,mid-small
2000.0,120.0,Milano,Trilocale,big,north,3.0,3,high,mid
7000.0,350.0,Milano,Appartamento,big,north,3.0,6,very high,large
1200.0,90.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
2500.0,110.0,Milano,Quadrilocale,big,north,3.0,4,high,mid
1100.0,28.0,Milano,Monolocale,big,north,3.0,1,mid-high,very small
1600.0,65.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1000.0,50.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
2500.0,105.0,Milano,Bilocale,big,north,3.0,2,high,mid
1800.0,55.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
4400.0,90.0,Milano,Bilocale,big,north,3.0,2,very high,mid-small
1500.0,80.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
8333.0,285.0,Milano,Attico,big,north,3.0,6,very high,large
1700.0,70.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
1190.0,35.0,Milano,Bilocale,big,north,3.0,2,mid-high,very small
1100.0,53.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1500.0,90.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
1500.0,75.0,Milano,Bilocale,big,north,3.0,2,mid-high,mid-small
1300.0,80.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid-small
1900.0,60.0,Milano,Bilocale,big,north,3.0,2,mid-high,small
1000.0,31.0,Milano,Monolocale,big,north,3.0,1,mid-high,very small
1650.0,120.0,Milano,Trilocale,big,north,3.0,3,mid-high,mid
1300.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
2600.0,90.0,Milano,Trilocale,big,north,4.0,3,high,mid-small
3500.0,160.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
1600.0,90.0,Milano,Trilocale,big,north,4.0,3,mid-high,mid-small
1400.0,60.0,Milano,Trilocale,big,north,4.0,3,mid-high,small
3000.0,130.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
2900.0,150.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
2166.0,120.0,Milano,Trilocale,big,north,4.0,3,high,mid
1000.0,55.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
900.0,40.0,Milano,Monolocale,big,north,4.0,1,mid-low,small
800.0,48.0,Milano,Bilocale,big,north,4.0,2,mid-low,small
1300.0,65.0,Milano,Bilocale,big,north,4.0,2,mid-high,small
3000.0,180.0,Milano,Trilocale,big,north,4.0,3,high,mid
650.0,25.0,Milano,Monolocale,big,north,4.0,1,low,very small
650.0,25.0,Milano,Monolocale,big,north,4.0,1,low,very small
2750.0,120.0,Milano,Trilocale,big,north,4.0,3,high,mid
900.0,50.0,Milano,Bilocale,big,north,4.0,2,mid-low,small
2350.0,100.0,Milano,Trilocale,big,north,4.0,3,high,mid
2450.0,70.0,Milano,Bilocale,big,north,4.0,2,high,mid-small
1500.0,30.0,Milano,Monolocale,big,north,4.0,1,mid-high,very small
1750.0,85.0,Milano,Bilocale,big,north,4.0,2,mid-high,mid-small
2600.0,92.0,Milano,Trilocale,big,north,4.0,3,high,mid-small
7500.0,220.0,Milano,Quadrilocale,big,north,4.0,4,very high,large
2200.0,110.0,Milano,Quadrilocale,big,north,4.0,4,high,mid
750.0,40.0,Milano,Monolocale,big,north,4.0,1,mid-low,small
